line_no	name	outcome	classification	disposition	documentation_url	observed_reason	command	status_source	classification_source
1411	setfsuid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setfsuid/../utils/compat_tst_16.h:114: TCONF: 16-bit version of setfsuid() is not supported on your platform	setfsuid03_16 setfsuid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1413	setfsuid04_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	setfsuid04_16 1 TCONF : ${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setfsuid/../utils/compat_16.h:117: 16-bit version of setfsuid() is not supported on your platform	setfsuid04_16 setfsuid04_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1416	setgid01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setgid/../utils/compat_tst_16.h:94: TCONF: 16-bit version of setgid() is not supported on your platform	setgid01_16 setgid01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1418	setgid02_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setgid/../utils/compat_tst_16.h:94: TCONF: 16-bit version of setgid() is not supported on your platform	setgid02_16 setgid02_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1420	setgid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setgid/../utils/compat_tst_16.h:94: TCONF: 16-bit version of setgid() is not supported on your platform	setgid03_16 setgid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1425	sgetmask01	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sgetmask01 1 TCONF : sgetmask01.c:128: syscall(-1) __NR_ssetmask not supported on your arch	sgetmask01 sgetmask01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1428	setgroups01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setgroups/../utils/compat_tst_16.h:79: TCONF: 16-bit version of getgroups() is not supported on your platform	setgroups01_16 setgroups01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1430	setgroups02_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setgroups/../utils/compat_tst_16.h:74: TCONF: 16-bit version of setgroups() is not supported on your platform	setgroups02_16 setgroups02_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1432	setgroups03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setgroups/../utils/compat_tst_16.h:74: TCONF: 16-bit version of setgroups() is not supported on your platform	setgroups03_16 setgroups03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1455	setregid01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setregid/../utils/compat_tst_16.h:128: TCONF: 16-bit version of setregid() is not supported on your platform	setregid01_16 setregid01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1457	setregid02_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setregid/../utils/compat_tst_16.h:128: TCONF: 16-bit version of setregid() is not supported on your platform	setregid02_16 setregid02_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1459	setregid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setregid/../utils/compat_tst_16.h:128: TCONF: 16-bit version of setregid() is not supported on your platform	setregid03_16 setregid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1461	setregid04_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setregid/../utils/compat_tst_16.h:128: TCONF: 16-bit version of setregid() is not supported on your platform	setregid04_16 setregid04_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1464	setresgid01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresgid/../utils/compat_tst_16.h:138: TCONF: 16-bit version of setresgid() is not supported on your platform	setresgid01_16 setresgid01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1466	setresgid02_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresgid/../utils/compat_tst_16.h:138: TCONF: 16-bit version of setresgid() is not supported on your platform	setresgid02_16 setresgid02_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1468	setresgid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresgid/../utils/compat_tst_16.h:138: TCONF: 16-bit version of setresgid() is not supported on your platform	setresgid03_16 setresgid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1470	setresgid04_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresgid/../utils/compat_tst_16.h:138: TCONF: 16-bit version of setresgid() is not supported on your platform	setresgid04_16 setresgid04_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1473	setresuid01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresuid/../utils/compat_tst_16.h:133: TCONF: 16-bit version of setresuid() is not supported on your platform	setresuid01_16 setresuid01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1475	setresuid02_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresuid/../utils/compat_tst_16.h:133: TCONF: 16-bit version of setresuid() is not supported on your platform	setresuid02_16 setresuid02_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1477	setresuid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresuid/../utils/compat_tst_16.h:133: TCONF: 16-bit version of setresuid() is not supported on your platform	setresuid03_16 setresuid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1479	setresuid04_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresuid/../utils/compat_tst_16.h:133: TCONF: 16-bit version of setresuid() is not supported on your platform	setresuid04_16 setresuid04_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1481	setresuid05_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setresuid/../utils/compat_tst_16.h:133: TCONF: 16-bit version of setresuid() is not supported on your platform	setresuid05_16 setresuid05_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1484	setreuid01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid01_16 setreuid01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1486	setreuid02_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid02_16 setreuid02_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1488	setreuid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid03_16 setreuid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1490	setreuid04_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid04_16 setreuid04_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1492	setreuid05_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid05_16 setreuid05_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1494	setreuid06_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid06_16 setreuid06_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1496	setreuid07_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setreuid/../utils/compat_tst_16.h:124: TCONF: 16-bit version of setreuid() is not supported on your platform	setreuid07_16 setreuid07_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1522	setuid01_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setuid/../utils/compat_tst_16.h:84: TCONF: 16-bit version of setuid() is not supported on your platform	setuid01_16 setuid01_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1524	setuid03_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setuid/../utils/compat_tst_16.h:84: TCONF: 16-bit version of setuid() is not supported on your platform	setuid03_16 setuid03_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1526	setuid04_16	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	${NACC_ROOT}/chipyard/software/firemarshal/boards/default/distros/br/buildroot/output/build/ltp-testsuite-custom/testcases/kernel/syscalls/setuid/../utils/compat_tst_16.h:84: TCONF: 16-bit version of setuid() is not supported on your platform	setuid04_16 setuid04_16	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1535	shmat04	TFAIL	kernel_regression	requires_kernel_fix_or_backport	https://lore.kernel.org/all/20240222215930.14637-2-vbabka@suse.cz/	shmat04.c:66: TFAIL: shmid_ds.shm_nattch (1) != 0 (0)	shmat04 shmat04	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1542	shmctl06	TCONF	feature_or_policy_limit	inspect_feature_support	https://docs.kernel.org/arch/riscv/index.html	tst_test.c:1414: TCONF: test requires struct shmid64_ds to have the time_high fields	shmctl06 shmctl06	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1572	signal06	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	signal06 1 TCONF : signal06.c:171: Only test on x86_64.	signal06 signal06	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1597	socketcall01	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	socketcall01.c:39: TCONF: syscall(-1) __NR_socketcall not supported on your arch	socketcall01 socketcall01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1598	socketcall02	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	socketcall02.c:38: TCONF: syscall(-1) __NR_socketcall not supported on your arch	socketcall02 socketcall02	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1599	socketcall03	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	socketcall03.c:32: TCONF: syscall(-1) __NR_socketcall not supported on your arch	socketcall03 socketcall03	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1613	splice08	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.7 or newer	splice08 splice08	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1614	splice09	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.7 or newer	splice09 splice09	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1619	ssetmask01	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	ssetmask01 1 TCONF : ssetmask01.c:115: syscall(-1) __NR_ssetmask not supported on your arch	ssetmask01 ssetmask01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1630	statmount01	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount01 statmount01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1631	statmount02	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount02 statmount02	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1632	statmount03	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount03 statmount03	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1633	statmount04	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount04 statmount04	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1634	statmount05	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount05 statmount05	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1635	statmount06	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount06 statmount06	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1636	statmount07	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount07 statmount07	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1637	statmount08	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	statmount08 statmount08	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1638	statmount09	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.11 or newer	statmount09 statmount09	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1663	switch01	TCONF	feature_or_policy_limit	inspect_feature_support	https://docs.kernel.org/arch/riscv/index.html	tst_test.c:1414: TCONF: This system does not support running of switch() syscall	switch01 endian_switch01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1684	sysctl01	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysctl01.c:53: TCONF: syscall(-1) __NR__sysctl not supported on your arch	sysctl01 sysctl01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1685	sysctl03	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysctl03.c:55: TCONF: syscall(-1) __NR__sysctl not supported on your arch	sysctl03 sysctl03	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1686	sysctl04	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysctl04.c:52: TCONF: syscall(-1) __NR__sysctl not supported on your arch	sysctl04 sysctl04	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1688	sysfs01	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysfs01.c:20: TCONF: syscall(-1) __NR_sysfs not supported on your arch	sysfs01 sysfs01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
